time,value
15325,1435
15326,1409
15327,1389
15328,1366
15329,1357
15330,1315
15331,1235
15332,1194
15333,1150
15334,1130
15335,1088
15336,1045
15337,1019
15338,1011
15339,994
15340,989
15341,983
15342,989
15343,993
15344,986
15345,976
15346,948
15347,951
15348,962
15349,972
15350,964
15351,962
15352,977
15353,979
15354,994
15355,988
15356,1001
15357,988
15358,1000
15359,989
15360,995
15361,984
15362,1000
15363,982
15364,991
15365,983
15366,996
15367,985
15368,980
15369,980
15370,1002
15371,970
15372,970
15373,969
15374,955
15375,959
15376,947
15377,966
15378,940
15379,930
15380,929
15381,946
15382,905
15383,901
15384,924
15385,947
15386,988
15387,1054
15388,1091
15389,1153
15390,1180
15391,1263
15392,1342
15393,1448
15394,1490
15395,1459
15396,1492
15397,1577
15398,1572
15399,1551
15400,1557
15401,1615
15402,1571
15403,1563
15404,1587
15405,1542
15406,1538
15407,1511
15408,1544
15409,1526
15410,1560
15411,1538
15412,1532
15413,1523
15414,1506
15415,1501
15416,1464
15417,1486
15418,1473
15419,1464
15420,1467
15421,1453
15422,1427
15423,1414
15424,1372
15425,1318
15426,1233
15427,1152
15428,1070
15429,1027
15430,1039
15431,1018
15432,1000
15433,958
15434,944
15435,963
15436,974
15437,979
15438,941
15439,950
15440,925
15441,925
15442,898
15443,916
15444,920
15445,932
15446,924
15447,923
15448,935
15449,943
15450,954
15451,960
15452,972
15453,983
15454,983
15455,991
15456,958
15457,967
15458,921
15459,961
15460,968
15461,961
15462,957
15463,934
15464,898
15465,899
15466,935
15467,952
15468,928
15469,935
15470,931
15471,950
15472,937
15473,958
15474,958
15475,957
15476,955
15477,964
15478,971
15479,974
15480,943
15481,1009
15482,1029
15483,1085
15484,1154
15485,1202
15486,1248
15487,1285
15488,1391
15489,1520
15490,1521
15491,1533
15492,1571
15493,1673
15494,1658
15495,1598
15496,1558
15497,1607
15498,1611
15499,1559
15500,1566
15501,1549
15502,1522
15503,1529
15504,1551
15505,1572
15506,1588
15507,1609
15508,1578
15509,1518
15510,1540
15511,1515
15512,1474
15513,1470
15514,1556
15515,1614
15516,1591
15517,1591
15518,1586
15519,1558
15520,1548
15521,1508
15522,1443
15523,1336
15524,1248
15525,1161
15526,1134
15527,1119
15528,1056
15529,1010
15530,987
15531,984
15532,959
15533,947
15534,935
15535,938
15536,943
15537,915
15538,932
15539,953
15540,964
15541,960
15542,945
15543,968
15544,979
15545,972
15546,955
15547,968
15548,973
15549,975
15550,982
15551,975
15552,988
15553,991
15554,990
15555,999
15556,1003
15557,1007
15558,976
15559,930
15560,984
15561,989
15562,952
15563,940
15564,965
15565,980
15566,974
15567,998
15568,1004
15569,992
15570,1002
15571,1010
15572,983
15573,954
15574,951
15575,975
15576,988
15577,1015
15578,1060
15579,1082
15580,1118
15581,1203
15582,1220
15583,1309
15584,1361
15585,1479
15586,1541
15587,1589
15588,1622
15589,1641
15590,1661
15591,1658
15592,1624
15593,1650
15594,1631
15595,1635
15596,1652
15597,1688
15598,1639
15599,1599
15600,1559
15601,1543
15602,1625
15603,1567
15604,1589
15605,1547
15606,1570
15607,1521
15608,1522
15609,1524
15610,1522
15611,1531
15612,1523
15613,1490
15614,1460
15615,1484
15616,1415
15617,1358
15618,1319
15619,1207
15620,1168
15621,1090
15622,1100
15623,1058
15624,1017
15625,1008
15626,984
15627,980
15628,974
15629,990
15630,973
15631,949
15632,951
15633,947
15634,911
15635,932
15636,939
15637,948
15638,941
15639,960
15640,960
15641,957
15642,941
15643,938
15644,947
15645,936
15646,945
15647,918
15648,923
15649,924
15650,923
15651,908
15652,906
15653,901
15654,918
15655,916
15656,916
15657,932
15658,923
15659,934
15660,932
15661,924
15662,912
15663,922
15664,925
15665,920
15666,937
15667,934
15668,918
15669,929
15670,938
15671,974
15672,979
15673,1015
15674,1045
15675,1104
15676,1152
15677,1196
15678,1254
15679,1272
15680,1324
15681,1442
15682,1456
15683,1433
15684,1470
15685,1479
15686,1543
15687,1469
15688,1520
15689,1507
15690,1495
15691,1500
15692,1506
15693,1500
15694,1502
15695,1490
15696,1505
15697,1524
15698,1499
15699,1488
15700,1518
15701,1519
15702,1492
15703,1528
15704,1507
15705,1518
15706,1507
15707,1514
15708,1496
15709,1430
15710,1380
15711,1351
15712,1289
15713,1256
15714,1212
15715,1155
15716,1101
15717,1072
15718,1055
15719,1031
15720,989
15721,969
15722,945
15723,953
15724,946
15725,925
15726,903
15727,896
15728,910
15729,906
15730,903
15731,905
15732,923
15733,910
15734,916
15735,917
15736,922
15737,903
15738,921
15739,898
15740,901
15741,910
15742,914
15743,905
15744,919
15745,922
15746,916
15747,943
15748,919
15749,906
15750,903
15751,908
15752,902
15753,918
15754,900
15755,913
15756,923
15757,911
15758,914
15759,927
15760,924
15761,922
15762,915
15763,910
15764,902
15765,897
15766,873
15767,846
15768,880
15769,868
15770,846
15771,844
15772,821
15773,798
15774,825
15775,829
15776,867
15777,860
15778,876
15779,899
15780,907
15781,894
15782,902
15783,922
15784,893
15785,899
15786,876
15787,911
15788,897
15789,888
15790,908
15791,898
15792,892
15793,912
15794,881
15795,891
15796,890
15797,864
15798,823
15799,857
15800,853
15801,877
15802,856
15803,842
15804,859
15805,851
15806,826
15807,846
15808,855
15809,865
15810,900
15811,905
15812,929
15813,906
15814,907
15815,897
15816,881
15817,836
15818,837
15819,841
15820,823
15821,826
15822,856
15823,874
15824,849
15825,861
15826,846
15827,835
15828,850
15829,846
15830,860
15831,862
15832,860
15833,870
15834,869
15835,855
15836,849
15837,873
15838,850
15839,857
15840,866
15841,860
15842,845
15843,845
15844,851
15845,864
15846,853
15847,863
15848,878
15849,857
15850,849
15851,879
15852,876
15853,875
15854,844
15855,870
15856,862
15857,838
15858,840
15859,843
15860,815
15861,825
15862,812
15863,814
15864,883
15865,857
15866,844
15867,857
15868,876
15869,875
15870,888
15871,876
15872,872
15873,826
15874,822
15875,842
15876,834
15877,838
15878,859
15879,866
15880,859
15881,860
15882,874
15883,876
15884,904
15885,904
15886,899
15887,893
15888,886
15889,880
15890,874
15891,866
15892,874
15893,880
15894,880
15895,887
15896,896
15897,880
15898,888
15899,847
15900,876
15901,861
15902,859
15903,850
15904,840
15905,862
15906,875
15907,864
15908,871
15909,869
15910,859
15911,852
15912,875
15913,872
15914,849
15915,850
15916,844
15917,841
15918,842
15919,854
15920,858
15921,858
15922,868
15923,857
15924,856
15925,862
15926,847
15927,842
15928,856
15929,850
15930,874
15931,882
15932,880
15933,869
15934,901
15935,880
15936,870
15937,871
15938,875
15939,869
15940,876
15941,871
15942,877
15943,891
15944,886
15945,887
15946,891
15947,915
15948,915
15949,908
15950,903
15951,910
15952,904
15953,910
15954,901
15955,905
15956,893
15957,901
15958,872
15959,914
15960,916
15961,938
15962,947
15963,988
15964,1048
15965,1093
15966,1108
15967,1188
15968,1268
15969,1371
15970,1458
15971,1493
15972,1497
15973,1592
15974,1578
15975,1505
15976,1604
15977,1626
15978,1602
15979,1612
15980,1700
15981,1656
15982,1616
15983,1529
15984,1564
15985,1548
15986,1532
15987,1575
15988,1569
15989,1552
15990,1560
15991,1552
15992,1487
15993,1501
15994,1548
15995,1511
15996,1475
15997,1480
15998,1440
15999,1435
16000,1439
16001,1415
16002,1326
16003,1232
16004,1197
16005,1143
16006,1092
16007,1047
16008,1023
16009,997
16010,967
16011,979
16012,974
16013,962
16014,966
16015,961
16016,957
16017,957
16018,970
16019,985
16020,987
16021,994
16022,990
16023,986
16024,991
16025,991
16026,948
16027,929
16028,953
16029,940
16030,909
16031,924
16032,915
16033,903
16034,897
16035,925
16036,920
16037,896
16038,901
16039,887
16040,888
16041,921
16042,913
16043,915
16044,915
16045,909
16046,910
16047,923
16048,935
16049,930
16050,932
16051,913
16052,919
16053,920
16054,911
16055,934
16056,966
16057,997
16058,1006
16059,1077
16060,1179
16061,1232
16062,1252
16063,1290
16064,1348
16065,1469
16066,1522
16067,1546
16068,1506
16069,1531
16070,1611
16071,1566
16072,1588
16073,1580
16074,1618
16075,1598
16076,1594
16077,1590
16078,1589
16079,1558
16080,1560
16081,1593
16082,1585
16083,1585
16084,1569
16085,1553
16086,1598
16087,1566
16088,1504
16089,1537
16090,1571
16091,1524
16092,1494
16093,1463
16094,1433
16095,1441
16096,1386
16097,1362
16098,1297
16099,1235
16100,1180
16101,1141
16102,1150
16103,1086
16104,1071
16105,1046
16106,1017
16107,1015
16108,1010
16109,1003
16110,988
16111,956
16112,988
16113,971
16114,976
16115,1002
16116,979
16117,965
16118,975
16119,975
16120,979
16121,981
16122,966
16123,960
16124,961
16125,959
16126,963
16127,991
16128,1001
16129,975
16130,974
16131,978
16132,965
16133,950
16134,946
16135,956
16136,945
16137,963
16138,950
16139,971
16140,979
16141,969
16142,973
16143,956
16144,930
16145,963
16146,968
16147,964
16148,948
16149,946
16150,956
16151,959
16152,961
16153,996
16154,1029
16155,1073
16156,1106
16157,1129
16158,1182
16159,1217
16160,1290
16161,1389
16162,1460
16163,1519
16164,1494
16165,1525
16166,1515
16167,1519
16168,1544
16169,1543
16170,1584
16171,1556
16172,1536
16173,1549
16174,1546
16175,1529
16176,1547
16177,1528
16178,1550
16179,1575
16180,1573
16181,1574
16182,1650
16183,1626
16184,1547
16185,1528
16186,1572
16187,1538
16188,1509
16189,1503
16190,1512
16191,1490
16192,1461
16193,1421
16194,1369
16195,1271
16196,1225
16197,1159
16198,1105
16199,1073
16200,1024
16201,994
16202,964
16203,976
16204,973
16205,998
16206,992
16207,991
16208,992
16209,985
16210,987
16211,990
16212,984
16213,977
16214,968
16215,970
16216,969
16217,967
16218,967
16219,966
16220,939
16221,950
16222,954
16223,956
16224,971
16225,950
16226,948
16227,936
16228,939
16229,934
16230,948
16231,937
16232,935
16233,935
16234,919
16235,926
16236,937
16237,916
16238,920
16239,920
16240,938
16241,952
16242,970
16243,973
16244,951
16245,980
16246,985
16247,988
16248,1001
16249,1045
16250,1033
16251,1047
16252,1079
16253,1150
16254,1179
16255,1247
16256,1287
16257,1456
16258,1556
16259,1583
16260,1559
16261,1617
16262,1644
16263,1565
16264,1611
16265,1652
16266,1561
16267,1565
16268,1584
16269,1650
16270,1624
16271,1569
16272,1563
16273,1559
16274,1607
16275,1618
16276,1602
16277,1620
16278,1630
16279,1643
16280,1583
16281,1625
16282,1598
16283,1597
16284,1560
16285,1590
16286,1549
16287,1503
16288,1474
16289,1429
16290,1338
16291,1220
16292,1176
16293,1118
16294,1058
16295,1048
16296,997
16297,972
16298,977
16299,964
16300,959
16301,951
16302,951
16303,947
16304,954
16305,956
16306,965
16307,962
16308,951
16309,976
16310,964
16311,954
16312,965
16313,972
16314,986
16315,993
16316,983
16317,988
16318,984
16319,992
16320,987
16321,967
16322,971
16323,967
16324,970
16325,967
16326,970
16327,984
16328,980
16329,969
16330,980
16331,970
16332,972
16333,974
16334,973
16335,970
16336,978
16337,910
16338,840
16339,900
16340,900
16341,917
16342,909
16343,907
16344,933
16345,964
16346,1006
16347,1075
16348,1101
16349,1162
16350,1227
16351,1291
16352,1374
16353,1477
16354,1497
16355,1512
16356,1574
16357,1614
16358,1668
16359,1644
16360,1629
16361,1691
16362,1659
16363,1653
16364,1601
16365,1552
16366,1526
16367,1494
16368,1505
16369,1562
16370,1570
16371,1558
16372,1564
16373,1576
16374,1561
16375,1579
16376,1534
16377,1498
16378,1526
16379,1495
16380,1462
16381,1446
16382,1383
16383,1356
16384,1318
16385,1251
16386,1196
16387,1145
16388,1079
16389,1063
16390,1004
16391,965
16392,935
16393,899
16394,920
16395,927
16396,938
16397,956
16398,957
16399,980
16400,974
16401,985
16402,958
16403,985
16404,979
16405,979
16406,956
16407,959
16408,972
16409,943
16410,938
16411,919
16412,929
16413,913
16414,928
16415,926
16416,916
16417,912
16418,917
16419,919
16420,900
16421,898
16422,905
16423,890
16424,917
16425,924
16426,912
16427,947
16428,922
16429,947
16430,917
16431,924
16432,869
16433,856
16434,854
16435,867
16436,862
16437,872
16438,902
16439,888
16440,921
16441,933
16442,949
16443,952
16444,945
16445,857
16446,903
16447,869
16448,877
16449,876
16450,858
16451,831
16452,830
16453,836
16454,833
16455,870
16456,990
16457,989
16458,985
16459,993
16460,992
16461,1012
16462,1008
16463,996
16464,855
16465,822
16466,796
16467,816
16468,800
16469,820
16470,808
16471,833
16472,840
16473,870
16474,879
16475,874
16476,875
16477,883
16478,909
16479,888
16480,893
16481,891
16482,891
16483,922
16484,905
16485,909
16486,878
16487,929
16488,892
16489,877
16490,841
16491,897
16492,876
16493,888
16494,899
16495,878
16496,864
16497,863
16498,866
16499,891
16500,883
16501,927
16502,883
16503,898
16504,905
16505,908
16506,889
16507,884
16508,880
16509,935
16510,972
16511,982
16512,966
16513,949
16514,942
16515,949
16516,904
16517,856
16518,903
16519,915
16520,857
16521,764
16522,815
16523,778
16524,826
16525,873
16526,902
16527,901
16528,923
16529,875
16530,893
16531,894
16532,913
16533,874
16534,870
16535,869
16536,856
16537,873
16538,834
16539,858
16540,888
16541,853
16542,856
16543,878
16544,876
16545,892
16546,884
16547,861
16548,885
16549,845
16550,864
16551,845
16552,864
16553,881
16554,861
16555,880
16556,857
16557,851
16558,877
16559,866
16560,870
16561,888
16562,911
16563,898
16564,902
16565,896
16566,906
16567,861
16568,873
16569,840
16570,867
16571,865
16572,871
16573,879
16574,896
16575,887
16576,900
16577,873
16578,924
16579,901
16580,862
16581,811
16582,821
16583,836
16584,866
16585,896
16586,904
16587,909
16588,924
16589,908
16590,915
16591,874
16592,848
16593,834
16594,847
16595,845
16596,880
16597,876
16598,877
16599,888
16600,885
16601,879
16602,886
16603,894
16604,888
16605,888
16606,876
16607,882
16608,886
16609,876
16610,889
16611,896
16612,907
16613,908
16614,909
16615,927
16616,924
16617,911
16618,929
16619,912
16620,916
16621,894
16622,905
16623,901
16624,890
16625,920
16626,887
16627,894
16628,887
16629,876
16630,844
16631,858
16632,886
16633,923
16634,906
16635,960
16636,1008
16637,1087
16638,1103
16639,1267
16640,1419
16641,1475
16642,1475
16643,1496
16644,1597
16645,1555
16646,1512
16647,1510
16648,1579
16649,1618
16650,1546
16651,1574
16652,1616
16653,1608
16654,1577
16655,1580
16656,1572
16657,1532
16658,1509
16659,1524
16660,1531
16661,1517
16662,1551
16663,1538
16664,1487
16665,1460
16666,1496
16667,1497
16668,1474
16669,1452
16670,1438
16671,1402
16672,1400
16673,1372
16674,1275
16675,1188
16676,1148
16677,1088
16678,1069
16679,1035
16680,1037
16681,1079
16682,955
16683,932
16684,905
16685,932
16686,918
16687,910
16688,910
16689,918
16690,912
16691,915
16692,900
16693,912
16694,909
16695,900
16696,1033
16697,951
16698,896
16699,886
16700,926
16701,894
16702,914
16703,974
16704,979
16705,914
16706,898
16707,916
16708,899
16709,893
16710,882
16711,912
16712,905
16713,893
16714,909
16715,884
16716,913
16717,904
16718,933
16719,935
16720,1042
16721,932
16722,926
16723,932
16724,924
16725,916
16726,901
16727,942
16728,916
16729,947
16730,1020
16731,1072
16732,1049
16733,1112
16734,1178
16735,1250
16736,1288
16737,1349
16738,1356
16739,1459
16740,1519
16741,1507
16742,1547
16743,1514
16744,1510
16745,1497
16746,1526
16747,1608
16748,1571
16749,1569
16750,1517
16751,1518
16752,1509
16753,1520
16754,1550
16755,1626
16756,1587
16757,1528
16758,1521
16759,1619
16760,1479
16761,1448
16762,1455
16763,1497
16764,1442
16765,1459
16766,1371
16767,1391
16768,1483
16769,1327
16770,1302
16771,1216
16772,1098
16773,1041
16774,1012
16775,973
16776,945
16777,918
16778,909
16779,924
16780,930
16781,939
16782,888
16783,897
16784,908
16785,899
16786,905
16787,931
16788,923
16789,942
16790,934
16791,923
16792,943
16793,937
16794,920
16795,943
16796,925
16797,924
16798,925
16799,905
16800,914
16801,887
16802,881
16803,882
16804,880
16805,869
16806,886
16807,880
16808,875
16809,883
16810,886
16811,873
16812,876
16813,865
16814,882
16815,873
16816,867
16817,873
16818,898
16819,867
16820,872
16821,886
16822,871
16823,898
16824,897
16825,928
16826,959
16827,981
16828,1024
16829,1129
16830,1141
16831,1165
16832,1266
16833,1398
16834,1425
16835,1503
16836,1531
16837,1593
16838,1580
16839,1542
16840,1538
16841,1583
16842,1543
16843,1519
16844,1588
16845,1553
16846,1514
16847,1508
16848,1514
16849,1506
16850,1500
16851,1520
16852,1501
16853,1541
16854,1569
16855,1543
16856,1535
16857,1523
16858,1532
16859,1492
16860,1474
16861,1449
16862,1443
16863,1416
16864,1378
16865,1345
16866,1296
16867,1162
16868,1122
16869,1083
16870,1043
16871,1019
16872,984
16873,959
16874,933
16875,948
16876,938
16877,921
16878,938
16879,933
16880,888
16881,901
16882,892
16883,899
16884,901
16885,901
16886,887
16887,895
16888,910
16889,896
16890,907
16891,914
16892,909
16893,908
16894,911
16895,898
16896,907
16897,899
16898,905
16899,899
16900,892
16901,893
16902,899
16903,894
16904,893
16905,891
16906,884
16907,886
16908,888
16909,886
16910,907
16911,878
16912,896
16913,894
16914,906
16915,908
16916,891
16917,895
16918,895
16919,907
16920,920
16921,929
16922,947
16923,990
16924,1016
16925,1082
16926,1133
16927,1234
16928,1286
16929,1393
16930,1413
16931,1498
16932,1558
16933,1517
16934,1547
16935,1524
16936,1558
16937,1533
16938,1566
16939,1572
16940,1566
16941,1559
16942,1518
16943,1514
16944,1515
16945,1488
16946,1507
16947,1509
16948,1511
16949,1506
16950,1545
16951,1505
16952,1517
16953,1512
16954,1523
16955,1516
16956,1461
16957,1441
16958,1434
16959,1427
16960,1405
16961,1361
16962,1271
16963,1154
16964,1122
16965,1071
16966,1040
16967,1010
16968,965
16969,939
16970,934
16971,920
16972,928
16973,914
16974,920
16975,911
16976,917
16977,909
16978,898
16979,910
16980,895
16981,908
16982,909
16983,902
16984,904
16985,892
16986,881
16987,892
16988,895
16989,889
16990,899
16991,891
16992,903
16993,899
16994,886
16995,895
16996,891
16997,885
16998,893
16999,896
17000,891
17001,885
17002,898
17003,883
17004,877
17005,890
17006,879
17007,873
17008,878
17009,889
17010,881
17011,880
17012,864
17013,856
17014,883
17015,878
17016,880
17017,905
17018,915
17019,953
17020,986
17021,1048
17022,1146
17023,1272
17024,1305
17025,1377
17026,1431
17027,1447
17028,1530
17029,1591
17030,1562
17031,1523
17032,1542
17033,1531
17034,1511
17035,1556
17036,1571
17037,1515
17038,1496
17039,1474
17040,1499
17041,1502
17042,1491
17043,1511
17044,1481
17045,1489
17046,1517
17047,1484
17048,1428
17049,1422
17050,1454
17051,1412
17052,1399
17053,1364
17054,1352
17055,1322
17056,1296
17057,1251
17058,1181
17059,1111
17060,1091
17061,1048
17062,1055
17063,1025
17064,980
17065,957
17066,935
17067,933
17068,929
17069,911
17070,893
17071,881
17072,885
17073,874
17074,870
17075,882
17076,871
17077,884
17078,874
17079,872
17080,891
17081,868
17082,881
17083,868
17084,881
17085,887
17086,883
17087,887
17088,871
17089,878
17090,884
17091,867
17092,877
17093,875
17094,869
17095,875
17096,891
17097,866
17098,884
17099,876
17100,875
17101,871
17102,886
17103,866
17104,876
17105,868
17106,871
17107,867
17108,856
17109,859
17110,863
17111,868
17112,849
17113,848
17114,847
17115,839
17116,833
17117,848
17118,852
17119,859
17120,851
17121,855
17122,864
17123,860
17124,845
17125,843
17126,844
17127,845
17128,840
17129,861
17130,851
17131,847
17132,865
17133,863
17134,854
17135,858
17136,862
17137,856
17138,855
17139,866
17140,858
17141,869
17142,881
17143,870
17144,862
17145,841
17146,833
17147,834
17148,836
17149,828
17150,829
17151,838
17152,842
17153,823
17154,841
17155,840
17156,849
17157,834
17158,841
17159,828
17160,831
17161,835
17162,838
17163,829
17164,833
17165,837
17166,835
17167,828
17168,823
17169,832
17170,838
17171,821
17172,824
17173,821
17174,827
17175,818
17176,828
17177,828
17178,828
17179,842
17180,843
17181,848
17182,833
17183,843
17184,830
17185,835
17186,848
17187,839
17188,841
17189,845
17190,856
17191,841
17192,847
17193,843
17194,839
17195,853
17196,827
17197,839
17198,833
17199,822
17200,833
17201,837
17202,829
17203,813
17204,816
17205,826
17206,812
17207,820
17208,809
17209,800
17210,801
17211,803
17212,808
17213,802
17214,815
17215,793
17216,821
17217,812
17218,836
17219,831
17220,822
17221,823
17222,824
17223,827
17224,831
17225,822
17226,832
17227,824
17228,830
17229,840
17230,841
17231,831
17232,825
17233,846
17234,832
17235,822
17236,843
17237,835
17238,838
17239,824
17240,838
17241,834
17242,846
17243,848
17244,835
17245,845
17246,844
17247,833
17248,851
17249,838
17250,838
17251,838
17252,838
17253,835
17254,827
17255,830
17256,815
17257,832
17258,815
17259,825
17260,807
17261,818
17262,806
17263,812
17264,815
17265,809
17266,817
17267,813
17268,828
17269,825
17270,824
17271,820
17272,819
17273,824
17274,824
17275,832
17276,838
17277,836
17278,832
17279,840
17280,821
17281,828
17282,831
17283,821
17284,838
17285,828
17286,828
17287,840
17288,827
17289,840
17290,841
17291,846
17292,845
17293,850
17294,849
17295,859
17296,851
17297,852
17298,843
17299,841
17300,862
17301,837
17302,842
17303,859
17304,851
17305,875
17306,899
17307,929
17308,969
17309,1040
17310,1130
17311,1163
17312,1246
17313,1369
17314,1367
17315,1437
17316,1544
17317,1546
17318,1554
17319,1544
17320,1549
17321,1581
17322,1553
17323,1565
17324,1594
17325,1553
17326,1535
17327,1539
17328,1526
17329,1495
17330,1492
17331,1496
17332,1516
17333,1532
17334,1544
17335,1499
17336,1487
17337,1467
17338,1504
17339,1477
17340,1459
17341,1432
17342,1447
17343,1419
17344,1411
17345,1362
17346,1327
17347,1230
17348,1170
17349,1122
17350,1093
17351,1061
17352,1035
17353,999
17354,988
17355,975
17356,942
17357,957
17358,949
17359,946
17360,949
17361,944
17362,926
17363,961
17364,951
17365,930
17366,935
17367,934
17368,933
17369,933
17370,941
17371,938
17372,946
17373,950
17374,951
17375,939
17376,924
17377,936
17378,929
17379,938
17380,932
17381,929
17382,936
17383,933
17384,938
17385,935
17386,933
17387,920
17388,937
17389,927
17390,946
17391,937
17392,936
17393,948
17394,945
17395,940
17396,950
17397,930
17398,932
17399,934
17400,951
17401,967
17402,977
17403,1017
17404,1072
17405,1113
17406,1173
17407,1210
17408,1300
17409,1370
17410,1431
17411,1448
17412,1529
17413,1464
17414,1475
17415,1449
17416,1511
17417,1535
17418,1521
17419,1562
17420,1578
17421,1536
17422,1569
17423,1556
17424,1536
17425,1549
17426,1550
17427,1532
17428,1375
17429,1242
17430,1284
17431,1255
17432,1228
17433,1241
17434,1258
17435,1241
17436,1403
17437,1449
17438,1444
17439,1406
17440,1384
17441,1368
17442,1282
17443,1162
17444,1124
17445,1079
17446,1058
17447,1022
17448,1008
17449,978
17450,955
17451,943
17452,940
17453,932
17454,918
17455,919
17456,917
17457,920
17458,925
17459,927
17460,926
17461,935
17462,913
17463,907
17464,927
17465,923
17466,929
17467,945
17468,942
17469,948
17470,943
17471,932
17472,938
17473,930
17474,936
17475,938
17476,941
17477,936
17478,931
17479,946
17480,945
17481,924
17482,938
17483,937
17484,924
17485,932
17486,930
17487,929
17488,922
17489,928
17490,922
17491,922
17492,916
17493,904
17494,919
17495,931
17496,926
17497,949
17498,977
17499,1009
17500,1075
17501,1151
17502,1159
17503,1210
17504,1291
17505,1358
17506,1400
17507,1403
17508,1413
17509,1451
17510,1486
17511,1417
17512,1474
17513,1289
17514,1231
17515,1255
17516,1240
17517,1243
17518,1216
17519,1218
17520,1221
17521,1206
17522,1242
17523,1345
17524,1468
17525,1487
17526,1490
17527,1483
17528,1427
17529,1436
17530,1455
17531,1437
17532,1411
17533,1416
17534,1373
17535,1397
17536,1393
17537,1357
17538,1306
17539,1223
17540,1144
17541,1082
17542,1062
17543,1047
17544,1022
17545,996
17546,969
17547,957
17548,959
17549,959
17550,948
17551,951
17552,944
17553,958
17554,946
17555,944
17556,953
17557,954
17558,950
17559,948
17560,964
17561,950
17562,971
17563,962
17564,956
17565,964
17566,975
17567,962
17568,968
17569,964
17570,963
17571,966
17572,971
17573,958
17574,969
17575,971
17576,960
17577,974
17578,968
17579,964
17580,969
17581,973
17582,951
17583,973
17584,970
17585,971
17586,972
17587,981
17588,968
17589,959
17590,956
17591,965
17592,972
17593,982
17594,1012
17595,1062
17596,1159
17597,1164
17598,1233
17599,1268
17600,1401
17601,1444
17602,1435
17603,1479
17604,1555
17605,1596
17606,1535
17607,1497
17608,1548
17609,1532
17610,1515
17611,1505
17612,1579
17613,1557
17614,1536
17615,1533
17616,1523
17617,1533
17618,1539
17619,1551
17620,1556
17621,1491
17622,1483
17623,1496
17624,1500
17625,1453
17626,1463
17627,1440
17628,1433
17629,1410
17630,1381
17631,1344
17632,1339
17633,1314
17634,1244
17635,1170
17636,1136
17637,1093
17638,1062
17639,1049
17640,1014
17641,997
17642,984
17643,980
17644,963
17645,964
17646,970
17647,942
17648,952
17649,960
17650,948
17651,944
17652,946
17653,939
17654,948
17655,928
17656,944
17657,939
17658,948
17659,951
17660,949
17661,948
17662,966
17663,950
17664,956
17665,961
17666,952
17667,960
17668,948
17669,954
17670,943
17671,959
17672,943
17673,956
17674,953
17675,945
17676,935
17677,953
17678,950
17679,941
17680,956
17681,947
17682,945
17683,936
17684,939
17685,947
17686,942
17687,944
17688,948
17689,947
17690,960
17691,1005
17692,1041
17693,1082
17694,1197
17695,1242
17696,1245
17697,1324
17698,1330
17699,1375
17700,1435
17701,1452
17702,1430
17703,1382
17704,1458
17705,1475
17706,1488
17707,1496
17708,1490
17709,1484
17710,1478
17711,1446
17712,1451
17713,1450
17714,1450
17715,1458
17716,1448
17717,1453
17718,1479
17719,1460
17720,1411
17721,1422
17722,1456
17723,1413
17724,1330
17725,1306
17726,1283
17727,1246
17728,1210
17729,1190
17730,1151
17731,1085
17732,1044
17733,999
17734,983
17735,948
17736,913
17737,899
17738,868
17739,867
17740,855
17741,862
17742,848
17743,860
17744,858
17745,862
17746,868
17747,860
17748,846
17749,840
17750,849
17751,849
17752,859
17753,855
17754,863
17755,854
17756,869
17757,860
17758,866
17759,857
17760,858
17761,858
17762,865
17763,850
17764,868
17765,857
17766,859
17767,861
17768,858
17769,855
17770,856
17771,859
17772,858
17773,862
17774,871
17775,852
17776,866
17777,856
17778,858
17779,855
17780,857
17781,842
17782,848
17783,858
17784,861
17785,832
17786,834
17787,844
17788,836
17789,833
17790,850
17791,839
17792,834
17793,833
17794,823
17795,839
17796,845
17797,837
17798,842
17799,849
17800,843
17801,833
17802,856
17803,843
17804,856
17805,856
17806,840
17807,840
17808,847
17809,846
17810,845
17811,840
17812,842
17813,840
17814,837
17815,847
17816,839
17817,827
17818,859
17819,843
17820,842
17821,838
17822,843
17823,842
17824,850
17825,847
17826,848
17827,860
17828,850
17829,849
17830,859
17831,850
17832,849
17833,851
17834,877
17835,855
17836,849
17837,855
17838,849
17839,840
17840,852
17841,848
17842,840
17843,836
17844,838
17845,834
17846,837
17847,839
17848,841
17849,840
17850,853
17851,849
17852,844
17853,863
17854,857
17855,858
17856,853
17857,841
17858,856
17859,866
17860,852
17861,846
17862,862
17863,843
17864,846
17865,853
17866,853
17867,847
17868,866
17869,850
17870,856
17871,851
17872,858
17873,842
17874,846
17875,840
17876,843
17877,827
17878,840
17879,827
17880,833
17881,831
17882,819
17883,833
17884,844
17885,827
17886,823
17887,838
17888,824
17889,834
17890,833
17891,841
17892,828
17893,846
17894,825
17895,828
17896,835
17897,822
17898,829
17899,840
17900,834
17901,829
17902,830
17903,829
17904,819
17905,837
17906,817
17907,823
17908,828
17909,832
17910,818
17911,823
17912,829
17913,823
17914,848
17915,829
17916,831
17917,834
17918,837
17919,837
17920,837
17921,837
17922,833
17923,825
17924,833
17925,824
17926,827
17927,836
17928,826
17929,823
17930,829
17931,830
17932,836
17933,853
17934,821
17935,822
17936,834
17937,816
17938,831
17939,823
17940,821
17941,822
17942,824
